Age,Sex,Job,Housing,Savings account,Checking account,Credit amount,Duration,Purpose,description,target
31,male,3,own,unknown,unknown,8947,36,car,"""""""

The customer is a 31-year-old male with a highly skilled occupation, who owns his residence. He has requested a loan of €8,947 to finance a car purchase, with a repayment period of 36 months. No information is available regarding his savings or checking account.",good risk
28,female,3,rent,little,little,2606,21,radio/TV,"""""""

customer_description = ""This 28-year-old female customer, classified as highly skilled, currently rents her residence. She has limited savings and checking accounts, and is seeking a €2,606 loan for 21 months to purchase a radio or TV.""",bad risk
35,female,2,own,rich,unknown,1592,12,furniture/equipment,"""""""

customer_description = ""The customer is a 35-year-old female with a skilled occupation, who owns her residence. She has a rich savings account, but no information is available about her checking account. She is seeking a €1,592 credit for 12 months to purchase furniture and equipment.""",good risk
33,female,1,rent,unknown,unknown,2186,15,furniture/equipment,"""""""

        The customer is a 33-year-old female who is an unskilled worker and resident, currently renting her place of residence. She has requested a loan of €2,186 to be repaid over 15 months, with the purpose of purchasing furniture and equipment. No information is available regarding her savings or checking account history.",bad risk
42,male,2,own,little,little,4153,18,furniture/equipment,"""""""

customer_description = ""The customer is a 42-year-old male with a skilled occupation, who owns his residence. He has limited savings and checking accounts, and is seeking a €4,153 loan for 18 months to purchase furniture and equipment.""",good risk
43,male,2,rent,little,little,2625,16,car,"""""""

        This 43-year-old male customer is a skilled worker who rents his residence. He has limited savings and checking accounts, and is seeking a €2,625 loan to purchase a car, which he intends to repay over 16 months.",good risk
44,male,2,own,unknown,unknown,3485,20,car,"""""""

        This 44-year-old male customer, classified as skilled, is a homeowner. He has requested a loan of €3,485 to finance a car purchase, with a repayment period of 20 months. No information is available regarding his savings or checking account.",good risk
42,male,2,free,unknown,unknown,10477,36,car,"""""""

customer_description = ""The customer is a 42-year-old male with a skilled occupation, who owns his residence. He has requested a loan of €10,477 to finance a car purchase, with a repayment period of 36 months. No information is available regarding his savings or checking account.""",good risk
40,male,2,rent,unknown,unknown,1386,15,radio/TV,"""""""

        The customer is a 40-year-old male with a skilled occupation, who currently rents his residence. He has requested a loan of €1,386 to be repaid over 15 months, with the purpose of purchasing a radio or TV, although no information is available regarding his savings or checking account history.",bad risk
36,male,3,own,little,unknown,1278,24,radio/TV,"""""""

customer_description = ""This 36-year-old male customer, classified as highly skilled, is a homeowner with limited savings. He has requested a €1,278 loan for 24 months to purchase a radio/TV, although no information is available regarding his checking account.""",good risk
20,male,3,rent,little,little,1107,12,radio/TV,"""""""

customer_description = ""This 20-year-old male customer is a highly skilled worker who rents his residence. He has limited savings and checking accounts, and is seeking a €1,107 loan for 12 months to purchase a radio or TV.""",bad risk
24,male,1,own,unknown,little,3763,21,car,"""""""

        This 24-year-old male customer is an unskilled worker and resident, who owns his home. He has a limited current account, but there is no information available about his savings account. He is seeking a €3,763 loan to purchase a car, which he intends to repay over 21 months.",bad risk
27,male,2,own,unknown,moderate,3711,36,education,"""""""

        The customer is a 27-year-old male with a skilled occupation, who owns his residence. He has a moderate current account and is seeking a €3,711 loan for educational purposes, to be repaid over 36 months. No information is available regarding his savings account.",good risk
